ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp
15961,Others-CCCPS98,3103,26.14749998,91.72797778,665,bike,low,3,1,16-10-2016 08:27
14649,Others-CCCPS8,1322,26.14754886,91.72799519,481,car,low,3,1,16-10-2016 08:27
6777,BHMNCPNST01,485,26.14004753,91.73097233,311,bike,low,3,1,16-10-2016 08:27
12025,Others-CCCPS135a,3883,26.14749943,91.72800489,608,bike,low,3,1,16-10-2016 08:27
10713,Others-CCCPS119a,2803,26.14754061,91.72797041,246,car,average,3,1,16-10-2016 08:27
9401,Others-CCCPS105a,2009,26.14747299,91.72804914,746,car,average,4,1,16-10-2016 08:27
5465,BHMNCPHST01,1200,26.14001386,91.73099967,91,car,average,3,1,16-10-2016 08:27
1529,BHMBCCTHL01,387,26.14449459,91.73620513,157,car,average,3,1,16-10-2016 08:27
17273,Shopping,1920,26.15050395,91.73353109,324,car,low,3,1,16-10-2016 08:27
8089,Broad Street,690,26.13795775,91.74099445,96,bike,low,2,1,16-10-2016 08:27
217,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,2,1,16-10-2016 08:27
2841,BHMEURBRD01,470,26.14901995,91.7395035,55,car,average,2,1,16-10-2016 08:27
4153,BHMMBMMBX01,687,20.0000347,78.00000286,265,car,low,2,1,16-10-2016 08:27
4154,BHMMBMMBX01,687,20.0000347,78.00000286,342,car,low,4,1,16-10-2016 09:01
15962,Others-CCCPS98,3103,26.14749998,91.72797778,798,truck,low,3,1,16-10-2016 09:01
8090,Broad Street,690,26.13795775,91.74099445,122,bike,average,3,1,16-10-2016 09:01
2842,BHMEURBRD01,470,26.14901995,91.7395035,76,bike,low,3,1,16-10-2016 09:01
14650,Others-CCCPS8,1322,26.14754886,91.72799519,600,car,low,4,1,16-10-2016 09:01
6778,BHMNCPNST01,485,26.14004753,91.73097233,326,car,low,4,1,16-10-2016 09:01
17274,Shopping,1920,26.15050395,91.73353109,420,car,average,4,1,16-10-2016 09:01
12026,Others-CCCPS135a,3883,26.14749943,91.72800489,847,car,low,3,1,16-10-2016 09:01
10714,Others-CCCPS119a,2803,26.14754061,91.72797041,379,cycle,low,3,1,16-10-2016 09:01
1530,BHMBCCTHL01,387,26.14449459,91.73620513,249,car,low,3,1,16-10-2016 09:01
218,BHMBCCMKT01,577,26.14453614,91.73617216,55,car,low,2,1,16-10-2016 09:01
5466,BHMNCPHST01,1200,26.14001386,91.73099967,111,car,low,3,1,16-10-2016 09:01
13338,Others-CCCPS202,2937,26.14749053,91.72799688,697,car,low,3,1,16-10-2016 09:01
9402,Others-CCCPS105a,2009,26.14747299,91.72804914,942,cycle,low,3,1,16-10-2016 09:01
12027,Others-CCCPS135a,3883,26.14749943,91.72800489,1104,car,low,5,1,16-10-2016 09:27
6779,BHMNCPNST01,485,26.14004753,91.73097233,345,bike,low,3,1,16-10-2016 09:27
15963,Others-CCCPS98,3103,26.14749998,91.72797778,921,car,low,4,1,16-10-2016 09:27
219,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,1,16-10-2016 09:27
2843,BHMEURBRD01,470,26.14901995,91.7395035,90,car,low,2,1,16-10-2016 09:27
17275,Shopping,1920,26.15050395,91.73353109,520,truck,low,3,1,16-10-2016 09:27
8091,Broad Street,690,26.13795775,91.74099445,142,car,low,3,1,16-10-2016 09:27
13339,Others-CCCPS202,2937,26.14749053,91.72799688,823,bike,low,4,1,16-10-2016 09:27
1531,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,low,3,1,16-10-2016 09:27
14651,Others-CCCPS8,1322,26.14754886,91.72799519,711,car,low,3,1,16-10-2016 09:27
5467,BHMNCPHST01,1200,26.14001386,91.73099967,131,car,low,3,1,16-10-2016 09:27
10715,Others-CCCPS119a,2803,26.14754061,91.72797041,512,car,low,3,1,16-10-2016 09:27
4155,BHMMBMMBX01,687,20.0000347,78.00000286,400,bike,low,3,1,16-10-2016 09:27
9403,Others-CCCPS105a,2009,26.14747299,91.72804914,1111,bike,low,4,1,16-10-2016 09:27
5468,BHMNCPHST01,1200,26.14001386,91.73099967,165,car,average,5,1,16-10-2016 10:01
9404,Others-CCCPS105a,2009,26.14747299,91.72804914,1190,car,low,6,1,16-10-2016 10:04
2844,BHMEURBRD01,470,26.14901995,91.7395035,116,car,low,4,1,16-10-2016 10:04
8092,Broad Street,690,26.13795775,91.74099445,172,bike,low,4,1,16-10-2016 10:04
13340,Others-CCCPS202,2937,26.14749053,91.72799688,870,car,average,6,1,16-10-2016 10:04
220,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,4,1,16-10-2016 10:04
12028,Others-CCCPS135a,3883,26.14749943,91.72800489,1379,bike,low,5,1,16-10-2016 10:04
10716,Others-CCCPS119a,2803,26.14754061,91.72797041,570,truck,low,5,1,16-10-2016 10:04
14652,Others-CCCPS8,1322,26.14754886,91.72799519,740,bike,average,5,1,16-10-2016 10:04
6780,BHMNCPNST01,485,26.14004753,91.73097233,356,bike,low,5,1,16-10-2016 10:04
15964,Others-CCCPS98,3103,26.14749998,91.72797778,1034,car,low,5,1,16-10-2016 10:04
1532,BHMBCCTHL01,387,26.14449459,91.73620513,342,car,low,4,1,16-10-2016 10:04
17276,Shopping,1920,26.15050395,91.73353109,675,truck,low,5,1,16-10-2016 10:04
4156,BHMMBMMBX01,687,20.0000347,78.00000286,450,car,low,5,1,16-10-2016 10:04
5469,BHMNCPHST01,1200,26.14001386,91.73099967,169,truck,low,4,1,16-10-2016 10:21
14653,Others-CCCPS8,1322,26.14754886,91.72799519,736,car,average,6,1,16-10-2016 10:34
12029,Others-CCCPS135a,3883,26.14749943,91.72800489,1498,bike,average,7,1,16-10-2016 10:34
6781,BHMNCPNST01,485,26.14004753,91.73097233,346,car,high,8,1,16-10-2016 10:34
17277,Shopping,1920,26.15050395,91.73353109,743,car,average,6,1,16-10-2016 10:34
9405,Others-CCCPS105a,2009,26.14747299,91.72804914,1207,cycle,average,7,1,16-10-2016 10:34
2845,BHMEURBRD01,470,26.14901995,91.7395035,135,car,average,4,1,16-10-2016 10:34
4157,BHMMBMMBX01,687,20.0000347,78.00000286,471,car,average,6,1,16-10-2016 10:34
8093,Broad Street,690,26.13795775,91.74099445,194,car,high,7,1,16-10-2016 10:34
13341,Others-CCCPS202,2937,26.14749053,91.72799688,879,car,average,6,1,16-10-2016 10:34
221,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,3,1,16-10-2016 10:34
15965,Others-CCCPS98,3103,26.14749998,91.72797778,1064,bike,average,7,1,16-10-2016 10:34
10717,Others-CCCPS119a,2803,26.14754061,91.72797041,592,bike,high,9,1,16-10-2016 10:34
1533,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,high,8,1,16-10-2016 10:34
4158,BHMMBMMBX01,687,20.0000347,78.00000286,494,car,average,7,1,16-10-2016 11:01
9406,Others-CCCPS105a,2009,26.14747299,91.72804914,1219,bike,average,8,1,16-10-2016 11:01
6782,BHMNCPNST01,485,26.14004753,91.73097233,328,cycle,average,7,1,16-10-2016 11:01
15966,Others-CCCPS98,3103,26.14749998,91.72797778,1086,car,high,12,1,16-10-2016 11:01
17278,Shopping,1920,26.15050395,91.73353109,796,cycle,average,8,1,16-10-2016 11:01
222,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,5,1,16-10-2016 11:01
12030,Others-CCCPS135a,3883,26.14749943,91.72800489,1571,car,average,9,1,16-10-2016 11:01
5470,BHMNCPHST01,1200,26.14001386,91.73099967,164,car,high,9,1,16-10-2016 11:01
14654,Others-CCCPS8,1322,26.14754886,91.72799519,725,car,average,7,1,16-10-2016 11:01
8094,Broad Street,690,26.13795775,91.74099445,203,bike,average,6,1,16-10-2016 11:01
2846,BHMEURBRD01,470,26.14901995,91.7395035,137,car,average,6,1,16-10-2016 11:01
13342,Others-CCCPS202,2937,26.14749053,91.72799688,876,bike,average,8,1,16-10-2016 11:01
10718,Others-CCCPS119a,2803,26.14754061,91.72797041,609,car,average,8,1,16-10-2016 11:01
1534,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,7,1,16-10-2016 11:01
8095,Broad Street,690,26.13795775,91.74099445,221,truck,average,7,1,16-10-2016 11:27
6783,BHMNCPNST01,485,26.14004753,91.73097233,330,car,high,10,1,16-10-2016 11:27
2847,BHMEURBRD01,470,26.14901995,91.7395035,149,car,high,8,1,16-10-2016 11:27
15967,Others-CCCPS98,3103,26.14749998,91.72797778,1163,bike,average,9,1,16-10-2016 11:27
9407,Others-CCCPS105a,2009,26.14747299,91.72804914,1301,car,average,8,1,16-10-2016 11:27
12031,Others-CCCPS135a,3883,26.14749943,91.72800489,1647,car,average,9,1,16-10-2016 11:27
4159,BHMMBMMBX01,687,20.0000347,78.00000286,548,truck,average,8,1,16-10-2016 11:27
5471,BHMNCPHST01,1200,26.14001386,91.73099967,191,car,average,6,1,16-10-2016 11:27
10719,Others-CCCPS119a,2803,26.14754061,91.72797041,630,car,average,8,1,16-10-2016 11:27
17279,Shopping,1920,26.15050395,91.73353109,860,car,average,8,1,16-10-2016 11:27
14655,Others-CCCPS8,1322,26.14754886,91.72799519,753,cycle,high,12,1,16-10-2016 11:27
1535,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,7,1,16-10-2016 11:27
223,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,average,4,1,16-10-2016 11:27
13343,Others-CCCPS202,2937,26.14749053,91.72799688,896,car,average,8,1,16-10-2016 11:27
10720,Others-CCCPS119a,2803,26.14754061,91.72797041,668,cycle,high,12,1,16-10-2016 12:01
9408,Others-CCCPS105a,2009,26.14747299,91.72804914,1373,bike,high,13,1,16-10-2016 12:01
13344,Others-CCCPS202,2937,26.14749053,91.72799688,906,car,high,13,1,16-10-2016 12:01
17280,Shopping,1920,26.15050395,91.73353109,943,cycle,high,13,1,16-10-2016 12:01
1536,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,11,1,16-10-2016 12:01
8096,Broad Street,690,26.13795775,91.74099445,238,car,high,11,1,16-10-2016 12:01
14656,Others-CCCPS8,1322,26.14754886,91.72799519,775,car,high,12,1,16-10-2016 12:01
224,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,high,8,1,16-10-2016 12:01
2848,BHMEURBRD01,470,26.14901995,91.7395035,165,car,average,7,1,16-10-2016 12:01
6784,BHMNCPNST01,485,26.14004753,91.73097233,323,car,high,11,1,16-10-2016 12:01
15968,Others-CCCPS98,3103,26.14749998,91.72797778,1244,cycle,average,9,1,16-10-2016 12:01
4160,BHMMBMMBX01,687,20.0000347,78.00000286,598,bike,high,12,1,16-10-2016 12:01
12032,Others-CCCPS135a,3883,26.14749943,91.72800489,1789,cycle,high,14,1,16-10-2016 12:01
5472,BHMNCPHST01,1200,26.14001386,91.73099967,237,car,high,10,1,16-10-2016 12:01
2849,BHMEURBRD01,470,26.14901995,91.7395035,169,car,high,9,1,16-10-2016 12:27
12033,Others-CCCPS135a,3883,26.14749943,91.72800489,1834,car,high,14,1,16-10-2016 12:27
4161,BHMMBMMBX01,687,20.0000347,78.00000286,624,car,high,12,1,16-10-2016 12:27
14657,Others-CCCPS8,1322,26.14754886,91.72799519,784,car,high,12,1,16-10-2016 12:27
17281,Shopping,1920,26.15050395,91.73353109,968,car,high,13,1,16-10-2016 12:27
10721,Others-CCCPS119a,2803,26.14754061,91.72797041,669,car,average,8,1,16-10-2016 12:27
1537,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,11,1,16-10-2016 12:27
5473,BHMNCPHST01,1200,26.14001386,91.73099967,268,car,high,10,1,16-10-2016 12:27
8097,Broad Street,690,26.13795775,91.74099445,241,car,average,8,1,16-10-2016 12:27
6785,BHMNCPNST01,485,26.14004753,91.73097233,320,bike,high,11,1,16-10-2016 12:27
225,BHMBCCMKT01,577,26.14453614,91.73617216,105,bike,high,9,1,16-10-2016 12:27
13345,Others-CCCPS202,2937,26.14749053,91.72799688,905,car,high,13,1,16-10-2016 12:27
9409,Others-CCCPS105a,2009,26.14747299,91.72804914,1408,cycle,high,14,1,16-10-2016 12:27
15969,Others-CCCPS98,3103,26.14749998,91.72797778,1269,car,average,10,1,16-10-2016 12:27
13346,Others-CCCPS202,2937,26.14749053,91.72799688,936,car,high,12,1,16-10-2016 13:01
12034,Others-CCCPS135a,3883,26.14749943,91.72800489,1781,car,high,13,1,16-10-2016 13:01
9410,Others-CCCPS105a,2009,26.14747299,91.72804914,1449,car,high,12,1,16-10-2016 13:01
4162,BHMMBMMBX01,687,20.0000347,78.00000286,640,car,high,11,1,16-10-2016 13:01
10722,Others-CCCPS119a,2803,26.14754061,91.72797041,657,car,average,8,1,16-10-2016 13:01
14658,Others-CCCPS8,1322,26.14754886,91.72799519,809,truck,high,11,1,16-10-2016 13:01
15970,Others-CCCPS98,3103,26.14749998,91.72797778,1279,bike,high,13,1,16-10-2016 13:01
226,BHMBCCMKT01,577,26.14453614,91.73617216,131,car,high,8,1,16-10-2016 13:01
5474,BHMNCPHST01,1200,26.14001386,91.73099967,276,truck,high,9,1,16-10-2016 13:01
6786,BHMNCPNST01,485,26.14004753,91.73097233,326,car,average,7,1,16-10-2016 13:01
8098,Broad Street,690,26.13795775,91.74099445,266,car,high,10,1,16-10-2016 13:01
2850,BHMEURBRD01,470,26.14901995,91.7395035,189,car,high,9,1,16-10-2016 13:01
1538,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,9,1,16-10-2016 13:01
17282,Shopping,1920,26.15050395,91.73353109,965,car,high,12,1,16-10-2016 13:01
13347,Others-CCCPS202,2937,26.14749053,91.72799688,915,car,high,11,1,16-10-2016 13:27
1539,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,9,1,16-10-2016 13:27
12035,Others-CCCPS135a,3883,26.14749943,91.72800489,1687,car,high,12,1,16-10-2016 13:27
227,BHMBCCMKT01,577,26.14453614,91.73617216,146,car,average,6,1,16-10-2016 13:27
2851,BHMEURBRD01,470,26.14901995,91.7395035,193,car,high,9,1,16-10-2016 13:27
6787,BHMNCPNST01,485,26.14004753,91.73097233,303,car,high,9,1,16-10-2016 13:27
17283,Shopping,1920,26.15050395,91.73353109,930,bike,high,11,1,16-10-2016 13:27
15971,Others-CCCPS98,3103,26.14749998,91.72797778,1194,car,high,12,1,16-10-2016 13:27
8099,Broad Street,690,26.13795775,91.74099445,267,truck,average,7,1,16-10-2016 13:27
14659,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,high,11,1,16-10-2016 13:27
10723,Others-CCCPS119a,2803,26.14754061,91.72797041,623,car,high,11,1,16-10-2016 13:27
4163,BHMMBMMBX01,687,20.0000347,78.00000286,613,truck,average,7,1,16-10-2016 13:27
5475,BHMNCPHST01,1200,26.14001386,91.73099967,293,car,high,10,1,16-10-2016 13:27
9411,Others-CCCPS105a,2009,26.14747299,91.72804914,1404,cycle,high,12,1,16-10-2016 13:27
15972,Others-CCCPS98,3103,26.14749998,91.72797778,1065,car,average,7,1,16-10-2016 14:01
6788,BHMNCPNST01,485,26.14004753,91.73097233,285,truck,average,5,1,16-10-2016 14:01
13348,Others-CCCPS202,2937,26.14749053,91.72799688,892,car,average,6,1,16-10-2016 14:01
4164,BHMMBMMBX01,687,20.0000347,78.00000286,583,truck,average,6,1,16-10-2016 14:01
9412,Others-CCCPS105a,2009,26.14747299,91.72804914,1350,bike,average,7,1,16-10-2016 14:01
8100,Broad Street,690,26.13795775,91.74099445,262,truck,average,4,1,16-10-2016 14:01
1540,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,average,5,1,16-10-2016 14:01
12036,Others-CCCPS135a,3883,26.14749943,91.72800489,1523,car,average,7,1,16-10-2016 14:01
10724,Others-CCCPS119a,2803,26.14754061,91.72797041,542,bike,average,6,1,16-10-2016 14:01
2852,BHMEURBRD01,470,26.14901995,91.7395035,192,car,average,5,1,16-10-2016 14:01
14660,Others-CCCPS8,1322,26.14754886,91.72799519,767,bike,average,6,1,16-10-2016 14:01
17284,Shopping,1920,26.15050395,91.73353109,871,car,average,7,1,16-10-2016 14:01
228,BHMBCCMKT01,577,26.14453614,91.73617216,170,bike,high,7,1,16-10-2016 14:01
5476,BHMNCPHST01,1200,26.14001386,91.73099967,303,car,average,5,1,16-10-2016 14:01
229,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,average,5,1,16-10-2016 14:27
4165,BHMMBMMBX01,687,20.0000347,78.00000286,540,truck,average,6,1,16-10-2016 14:34
15973,Others-CCCPS98,3103,26.14749998,91.72797778,974,car,average,7,1,16-10-2016 14:34
12037,Others-CCCPS135a,3883,26.14749943,91.72800489,1339,bike,high,9,1,16-10-2016 14:34
2853,BHMEURBRD01,470,26.14901995,91.7395035,200,car,high,7,1,16-10-2016 14:34
13349,Others-CCCPS202,2937,26.14749053,91.72799688,868,bike,average,6,1,16-10-2016 14:34
6789,BHMNCPNST01,485,26.14004753,91.73097233,275,car,average,5,1,16-10-2016 14:34
9413,Others-CCCPS105a,2009,26.14747299,91.72804914,1285,bike,average,7,1,16-10-2016 14:34
1541,BHMBCCTHL01,387,26.14449459,91.73620513,329,car,average,6,1,16-10-2016 14:34
8101,Broad Street,690,26.13795775,91.74099445,264,bike,average,5,1,16-10-2016 14:34
10725,Others-CCCPS119a,2803,26.14754061,91.72797041,488,bike,average,6,1,16-10-2016 14:34
14661,Others-CCCPS8,1322,26.14754886,91.72799519,745,car,average,7,1,16-10-2016 14:34
17285,Shopping,1920,26.15050395,91.73353109,794,car,average,6,1,16-10-2016 14:34
5477,BHMNCPHST01,1200,26.14001386,91.73099967,305,car,average,5,1,16-10-2016 14:34
13350,Others-CCCPS202,2937,26.14749053,91.72799688,822,car,low,3,1,16-10-2016 15:01
15974,Others-CCCPS98,3103,26.14749998,91.72797778,930,truck,low,4,1,16-10-2016 15:01
4166,BHMMBMMBX01,687,20.0000347,78.00000286,520,car,low,3,1,16-10-2016 15:01
6790,BHMNCPNST01,485,26.14004753,91.73097233,266,truck,average,4,1,16-10-2016 15:01
5478,BHMNCPHST01,1200,26.14001386,91.73099967,282,bike,low,3,1,16-10-2016 15:01
8102,Broad Street,690,26.13795775,91.74099445,250,truck,low,3,1,16-10-2016 15:01
230,BHMBCCMKT01,577,26.14453614,91.73617216,192,car,low,3,1,16-10-2016 15:01
17286,Shopping,1920,26.15050395,91.73353109,714,car,low,4,1,16-10-2016 15:01
12038,Others-CCCPS135a,3883,26.14749943,91.72800489,1199,bike,low,5,1,16-10-2016 15:01
2854,BHMEURBRD01,470,26.14901995,91.7395035,190,car,low,3,1,16-10-2016 15:01
14662,Others-CCCPS8,1322,26.14754886,91.72799519,703,bike,average,5,1,16-10-2016 15:01
9414,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,car,low,4,1,16-10-2016 15:01
10726,Others-CCCPS119a,2803,26.14754061,91.72797041,450,car,low,3,1,16-10-2016 15:01
1542,BHMBCCTHL01,387,26.14449459,91.73620513,306,bike,low,4,1,16-10-2016 15:01
2855,BHMEURBRD01,470,26.14901995,91.7395035,200,car,average,4,1,16-10-2016 15:31
5479,BHMNCPHST01,1200,26.14001386,91.73099967,245,truck,low,3,1,16-10-2016 15:31
14663,Others-CCCPS8,1322,26.14754886,91.72799519,658,car,low,3,1,16-10-2016 15:31
4167,BHMMBMMBX01,687,20.0000347,78.00000286,473,cycle,low,3,1,16-10-2016 15:31
12039,Others-CCCPS135a,3883,26.14749943,91.72800489,1057,car,low,4,1,16-10-2016 15:31
8103,Broad Street,690,26.13795775,91.74099445,261,car,average,3,1,16-10-2016 15:31
10727,Others-CCCPS119a,2803,26.14754061,91.72797041,411,car,low,3,1,16-10-2016 15:31
17287,Shopping,1920,26.15050395,91.73353109,629,car,low,3,1,16-10-2016 15:31
15975,Others-CCCPS98,3103,26.14749998,91.72797778,855,car,low,4,1,16-10-2016 15:31
231,BHMBCCMKT01,577,26.14453614,91.73617216,185,bike,low,3,1,16-10-2016 15:31
9415,Others-CCCPS105a,2009,26.14747299,91.72804914,1131,car,low,4,1,16-10-2016 15:31
6791,BHMNCPNST01,485,26.14004753,91.73097233,259,bike,low,3,1,16-10-2016 15:31
13351,Others-CCCPS202,2937,26.14749053,91.72799688,808,car,low,4,1,16-10-2016 15:31
1543,BHMBCCTHL01,387,26.14449459,91.73620513,288,car,average,4,1,16-10-2016 15:31
17288,Shopping,1920,26.15050395,91.73353109,567,car,low,3,1,16-10-2016 15:57
232,BHMBCCMKT01,577,26.14453614,91.73617216,173,cycle,low,3,1,16-10-2016 15:57
2856,BHMEURBRD01,470,26.14901995,91.7395035,202,bike,low,3,1,16-10-2016 15:57
5480,BHMNCPHST01,1200,26.14001386,91.73099967,221,car,low,4,1,16-10-2016 15:57
6792,BHMNCPNST01,485,26.14004753,91.73097233,251,car,low,3,1,16-10-2016 15:57
4168,BHMMBMMBX01,687,20.0000347,78.00000286,441,car,average,5,1,16-10-2016 15:57
13352,Others-CCCPS202,2937,26.14749053,91.72799688,776,bike,low,4,1,16-10-2016 15:57
15976,Others-CCCPS98,3103,26.14749998,91.72797778,795,bike,low,4,1,16-10-2016 15:57
12040,Others-CCCPS135a,3883,26.14749943,91.72800489,956,car,low,4,1,16-10-2016 15:57
9416,Others-CCCPS105a,2009,26.14747299,91.72804914,1065,car,low,5,1,16-10-2016 15:57
1544,BHMBCCTHL01,387,26.14449459,91.73620513,266,car,low,3,1,16-10-2016 15:57
8104,Broad Street,690,26.13795775,91.74099445,259,car,average,4,1,16-10-2016 15:57
10728,Others-CCCPS119a,2803,26.14754061,91.72797041,369,cycle,low,3,1,16-10-2016 15:57
14664,Others-CCCPS8,1322,26.14754886,91.72799519,624,truck,low,4,1,16-10-2016 15:57
8105,Broad Street,690,26.13795775,91.74099445,235,car,low,2,1,16-10-2016 16:31
4169,BHMMBMMBX01,687,20.0000347,78.00000286,381,cycle,average,3,1,16-10-2016 16:31
14665,Others-CCCPS8,1322,26.14754886,91.72799519,575,car,low,3,1,16-10-2016 16:31
13353,Others-CCCPS202,2937,26.14749053,91.72799688,718,car,average,4,1,16-10-2016 16:31
15977,Others-CCCPS98,3103,26.14749998,91.72797778,687,car,low,3,1,16-10-2016 16:31
9417,Others-CCCPS105a,2009,26.14747299,91.72804914,956,car,low,3,1,16-10-2016 16:31
5481,BHMNCPHST01,1200,26.14001386,91.73099967,181,cycle,average,3,1,16-10-2016 16:31
1545,BHMBCCTHL01,387,26.14449459,91.73620513,253,cycle,average,3,1,16-10-2016 16:31
233,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,1,16-10-2016 16:31
2857,BHMEURBRD01,470,26.14901995,91.7395035,178,truck,low,2,1,16-10-2016 16:31
12041,Others-CCCPS135a,3883,26.14749943,91.72800489,778,car,low,3,1,16-10-2016 16:31
6793,BHMNCPNST01,485,26.14004753,91.73097233,230,car,low,2,1,16-10-2016 16:31
17289,Shopping,1920,26.15050395,91.73353109,470,car,low,2,1,16-10-2016 16:31
10729,Others-CCCPS119a,2803,26.14754061,91.72797041,329,truck,low,2,1,16-10-2016 16:31
9418,Others-CCCPS105a,2009,26.14747299,91.72804914,605,car,low,2,0,17-10-2016 08:01
10730,Others-CCCPS119a,2803,26.14754061,91.72797041,173,cycle,low,1,0,17-10-2016 08:01
2858,BHMEURBRD01,470,26.14901995,91.7395035,123,car,low,2,0,17-10-2016 08:01
4170,BHMMBMMBX01,687,20.0000347,78.00000286,267,car,low,1,0,17-10-2016 08:01
15978,Others-CCCPS98,3103,26.14749998,91.72797778,587,car,low,2,0,17-10-2016 08:01
8106,Broad Street,690,26.13795775,91.74099445,171,car,low,2,0,17-10-2016 08:01
17290,Shopping,1920,26.15050395,91.73353109,535,car,low,3,0,17-10-2016 08:01
1546,BHMBCCTHL01,387,26.14449459,91.73620513,91,car,low,1,0,17-10-2016 08:01
13354,Others-CCCPS202,2937,26.14749053,91.72799688,500,truck,low,2,0,17-10-2016 08:01
234,BHMBCCMKT01,577,26.14453614,91.73617216,50,bike,low,2,0,17-10-2016 08:01
5482,BHMNCPHST01,1200,26.14001386,91.73099967,201,truck,low,2,0,17-10-2016 08:01
6794,BHMNCPNST01,485,26.14004753,91.73097233,238,car,low,2,0,17-10-2016 08:01
12042,Others-CCCPS135a,3883,26.14749943,91.72800489,1021,bike,low,2,0,17-10-2016 08:01
14666,Others-CCCPS8,1322,26.14754886,91.72799519,338,car,low,2,0,17-10-2016 08:01
14667,Others-CCCPS8,1322,26.14754886,91.72799519,369,cycle,low,3,0,17-10-2016 08:27
10731,Others-CCCPS119a,2803,26.14754061,91.72797041,232,car,low,2,0,17-10-2016 08:27
8107,Broad Street,690,26.13795775,91.74099445,261,bike,low,2,0,17-10-2016 08:27
4171,BHMMBMMBX01,687,20.0000347,78.00000286,294,bike,low,2,0,17-10-2016 08:27
9419,Others-CCCPS105a,2009,26.14747299,91.72804914,663,bike,average,3,0,17-10-2016 08:27
12043,Others-CCCPS135a,3883,26.14749943,91.72800489,1365,car,low,3,0,17-10-2016 08:27
17291,Shopping,1920,26.15050395,91.73353109,639,car,low,3,0,17-10-2016 08:27
1547,BHMBCCTHL01,387,26.14449459,91.73620513,109,truck,low,2,0,17-10-2016 08:27
13355,Others-CCCPS202,2937,26.14749053,91.72799688,618,cycle,low,2,0,17-10-2016 08:27
6795,BHMNCPNST01,485,26.14004753,91.73097233,248,cycle,low,2,0,17-10-2016 08:27
15979,Others-CCCPS98,3103,26.14749998,91.72797778,665,car,average,3,0,17-10-2016 08:27
235,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,17-10-2016 08:27
5483,BHMNCPHST01,1200,26.14001386,91.73099967,250,bike,low,2,0,17-10-2016 08:27
2859,BHMEURBRD01,470,26.14901995,91.7395035,189,cycle,low,2,0,17-10-2016 08:27
8108,Broad Street,690,26.13795775,91.74099445,398,truck,low,3,0,17-10-2016 09:01
236,BHMBCCMKT01,577,26.14453614,91.73617216,66,car,low,1,0,17-10-2016 09:01
5484,BHMNCPHST01,1200,26.14001386,91.73099967,350,car,low,2,0,17-10-2016 09:01
4172,BHMMBMMBX01,687,20.0000347,78.00000286,346,car,low,2,0,17-10-2016 09:01
1548,BHMBCCTHL01,387,26.14449459,91.73620513,133,car,average,3,0,17-10-2016 09:01
6796,BHMNCPNST01,485,26.14004753,91.73097233,257,bike,low,3,0,17-10-2016 09:01
14668,Others-CCCPS8,1322,26.14754886,91.72799519,403,car,low,2,0,17-10-2016 09:01
2860,BHMEURBRD01,470,26.14901995,91.7395035,265,car,low,2,0,17-10-2016 09:01
12044,Others-CCCPS135a,3883,26.14749943,91.72800489,1850,car,low,4,0,17-10-2016 09:01
15980,Others-CCCPS98,3103,26.14749998,91.72797778,772,car,average,3,0,17-10-2016 09:01
17292,Shopping,1920,26.15050395,91.73353109,802,bike,low,3,0,17-10-2016 09:01
13356,Others-CCCPS202,2937,26.14749053,91.72799688,788,car,average,3,0,17-10-2016 09:01
9420,Others-CCCPS105a,2009,26.14747299,91.72804914,749,car,low,3,0,17-10-2016 09:01
10732,Others-CCCPS119a,2803,26.14754061,91.72797041,302,bike,average,3,0,17-10-2016 09:01
2861,BHMEURBRD01,470,26.14901995,91.7395035,315,bike,low,2,0,17-10-2016 09:27
14669,Others-CCCPS8,1322,26.14754886,91.72799519,467,truck,low,2,0,17-10-2016 09:27
4173,BHMMBMMBX01,687,20.0000347,78.00000286,386,car,low,2,0,17-10-2016 09:27
15981,Others-CCCPS98,3103,26.14749998,91.72797778,853,bike,low,3,0,17-10-2016 09:27
5485,BHMNCPHST01,1200,26.14001386,91.73099967,440,car,low,3,0,17-10-2016 09:27
